English,Hindi
christophe,क्रिस्टोफ़
tweets,ट्वीट्स
lament,विलाप
mccord,मैककॉर्ड
essentials,अनिवार्य
goran,गोरान
weatherman,अंतरिक्षविज्ञानशास्री
ebola,इबोला
turnip,शलजम
vishal,विशाल
galilee,गैलिली
queasy,कोमल
armpits,बगल
albeit,यद्यपि
installment,किस्त
hedges,हेजेज
corset,चोली
scorched,सूखा हुआ
leaky,टपका हुआ
latent,अव्यक्त
chatted,बातचीत
dorms,छात्रावास
cardigan,कार्डिगन
surpass,पार
chuckie,चकी
sophistication,मिलावट
tada,टाडा
midterm,मध्यावधि
icarus,icarus
viki,Viki
sickle,दरांती
thrones,सिंहासन
famed,प्रसिद्ध
farrow,सुअर पालना
slew,धसान
leprosy,कुष्ठ रोग
registrar,रजिस्ट्रार
beecher,बीचर
sparked,छिड़
onset,शुरुआत
helpers,सहायकों
tragg,tragg
lawman,कानूनगो
conflicted,विरोध हुआ
descends,उतरता
happenin,घटित हो रहा है
suraj,सूरज
birthright,जन्मसिद्ध अधिकार
akiko,अकीको
lynne,लीनी
l-l,एल-एल
eiji,आइजी
yourjob,आपका काम
-you,-आप
donnell,डोनेल
kwai,क्वाई
wastes,कचरे
fortitude,धैर्य
guy-,लड़का-
latrine,शौचालय
sawing,काटना
beret,बेरेत
dianne,डायने
acids,अम्ल
queers,विचित्र
groping,तलाशने
busboy,बसबॉय
feathered,पंख
n'roll,n'roll
albatross,भारी अड़चन
go-go,गो-गो
rookies,नौसिखिए
voight,वाइट
frock,फ़राक
maury,मोरी
shyness,शर्म
platforms,प्लेटफार्म
luftwaffe,लूफ़्ट वाफे़
do,करना
delirium,प्रलाप
trapeze,ट्रापेज़
rheumatism,गठिया
olden,प्राचीन
croc,क्रॉक
tosh,बवास
dominating,हावी
trickery,प्रवंचना
ob,ओब
vasu,वासु
ripples,लहर
sharpened,तेज
microsoft,माइक्रोसॉफ्ट
glances,दृष्टि
back-,पीछे-
one-two,एक-दो
holdin,नियंत्रण में रखना
show-off,दिखावा
juniors,जूनियर
forearm,बांह की कलाई
dribble,टपकना
trespasses,अपराधों
daimon,डेमॉन
gourd,लौकी
lev,लेव
freedoms,स्वतंत्रता
tier,टीयर
zhi,ज़ी
elevate,ऊपर उठाना
scatting,स्कैटिंग
barter,वस्तु-विनिमय
godless,नास्तिक
crackpot,बेवकूफ
jeering,उपहास करना
b.p.,बी.पी.
rygel,रयगेल
mechanisms,तंत्र
vc,कुलपति
itunes,आईट्यून्स
appease,खुश
playtime,विश्राम
minx,ढीठ लड़की
kazakhstan,कजाखस्तान
thunderbolt,वज्र
catacombs,catacombs
bleachers,ब्लीचर्स
auditioned,ऑडिशन दिया
entrepreneurs,उद्यमियों
autopilot,ऑटो-पायलट
tidying,साफ़ कर रही
shinjuku,Shinjuku
gummy,चिपचिपा
fibre,फाइबर
herrmann,हरमैन
births,जन्म
sacrilege,अपवित्रीकरण
millicent,millicent
luminous,चमकदार
mums,माताएं
shoemaker,मोची
bollywood,बॉलीवुड
alvaro,अलवारो
vee,वी
sanitarium,आरोग्यआश्रम
marlin,मार्लिन
hands-on,व्यावहारिक व क्रियाशील
opposites,विपरीत
dentists,दंत चिकित्सकों
abracadabra,मंत्र
unicorns,इकसिंगों
observers,पर्यवेक्षकों
microbes,रोगाणुओं
charlatan,मायावी
admiralty,नौवाहनविभाग
specify,निर्दिष्ट करें
pancreas,अग्न्याशय
inflatable,inflatable
janek,जेनेक
overcame,विजय
docket,फैसलों की सूची
redding,रेडिंग
klaxon,क्लाक्सोन
divorces,तलाक
capt,कैप्टन
invisibility,अदर्शन
ducked,बत्तख
gilligan,गिलिगन
buttermilk,छाछ
coupled,युग्मित
palanquin,पालकी
sized,आकार
mailing,डाक
alchemist,रसायन बनानेवाला
spaced,दूरी
babble,प्रलाप
nodded,सिर हिलाया
ep,ईपी
yoshi,योशी
stinger,डंक
adverse,हानिकर
eastwood,ईस्टवुड
line-up,पंक्ति बनायें
dirtbag,गंदगी का थैला
croatia,क्रोएशिया
pinnacle,शिखर
gastric,पेट का
tweeting,ट्वीट
noriko,नोरिको
uneducated,अशिक्षित
koala,कोअला
booms,बूम
rodents,मूषक
kites,काइट्स
mhm,एम एच एम
reardon,रियरडन
trotter,ट्रोटर
parchment,चर्मपत्र
zucchini,तोरी
vasectomy,पुरुष नसबंदी
toolbox,उपकरण बॉक्स
pained,पीड़ा हुई
proverbial,लौकिक
stirs,हलचल
gassed,मार डाला
spielberg,स्पीलबर्ग
kazuo,काज़ुओ
melodrama,नाटक
tobin,टोबिन
magnesium,मैगनीशियम
0f,0एफ
nola,नोला
donahue,डोनाह्यू
dehydration,निर्जलीकरण
cad,पाजी
braking,ब्रेक लगाना
hematoma,रक्तगुल्म
tuba,टुबा
kiosk,कियॉस्क
half-naked,अधनंगा
prada,प्रादा
impacts,प्रभाव डालता है
organising,आयोजन
brainiac,brainiac
insufferable,दम्भी
auld,औल्ड
munching,चबा
roped,घसीट
yeo,यीओ
rudeness,अशिष्टता
oye,ओए
jugular,गले का
lewd,अशिष्ट
tramps,प्रभाव साफ़
nieces,भतीजी
chem,केम
mcclaren,मैकलारेन
tryouts,आजमाइश
ravaged,तबाह
cues,संकेत
trick-or-treating,बदमाशी या उपहार
clutching,पकड़कर
knowledgeable,जानकार
usage,प्रयोग
squatting,बैठने
chugging,चुगली करना
englishmen,अंग्रेजों
surveyor,सर्वेक्षक
roamed,घूमा करते थे
instances,उदाहरण
defuse,को शांत
prawns,झींगा
leif,लीफ
soundly,सुख से
spanked,पिटाई
droids,ड्रौयड
longitude,देशान्तर
skillful,कुशल
clipping,कतरन
stabs,छुरा घोंपना
transponder,ट्रांसपोंडर
nappy,रूमाल
bowers,धनुषाकार
retrospect,पुनरावलोकन
kajal,काजल
shes,पर SHE
leased,पट्टे पर
talyn,talyn
parliamentary,संसदीय
braxton,ब्रेक्सटन
shard,ठीकरा
hansel,नये साल की नज़र
farthest,सब से अधिक दूर
inquisitive,जिज्ञासु
tablecloth,मेज़पोश
kamikaze,आत्मघाती
didier,डिडिएर
milestone,मील का पत्थर
meh,हुंह
preeti,प्रीति
comparable,तुलनीय
anointed,अभिषिक्त
lmpossible,संभव है
looker,देखने वाला
vanguard,मोहरा
waxing,वैक्सिंग
coworker,साथ में कम करने वाला
landings,उतरने
fulfillment,पूर्ति
sjust,बस करो
diminish,घटाना
enroll,नामांकन
expiration,समय सीमा समाप्ति
snoopy,Snoopy
fixer,तरक्की कर दलाल बन
anson,एंसन
segregation,पृथक्करण
tempest,टेम्पेस्ट
petrie,पेट्री
deceptive,कपटी
voss,वॉस
doesnt,Does not को
druid,ड्र्यूड
erected,निर्माण किया
kendrick,केंड्रिक
comprehension,समझ
fondness,अनुराग
determining,निर्धारण
iguana,गोधा
pogue,पोग
exiting,बाहर निकल रहा है
thinkers,विचारकों
stepson,सौतेला बेटा
cavendish,टुकड़ेवाला तंबाकू
